product,stars,user
/reviews/reeses-peanut-butter-cups-miniatures-76,5,ashleyannpepe
/reviews/reeses-peanut-butter-cups-miniatures-76,5,tiffanyd9759
/reviews/reeses-peanut-butter-cups-miniatures-76,4,patriciar3f78
/reviews/reeses-peanut-butter-cups-miniatures-76,4,cavpac2004
/reviews/reeses-peanut-butter-cups-miniatures-76,3,lsasmth
/reviews/reeses-peanut-butter-cups-miniatures-76,4,jk3a
/reviews/reeses-peanut-butter-cups-miniatures-76,5,nfurlong11
/reviews/reeses-peanut-butter-cups-miniatures-76,4,neakona91
/reviews/reeses-peanut-butter-cups-miniatures-76,5,antoinette_rosemarie
/reviews/reeses-peanut-butter-cups-miniatures-76,5,cat_0122
/reviews/reeses-peanut-butter-cups-miniatures-76,5,michellegilli
/reviews/reeses-peanut-butter-cups-miniatures-76,5,jaclynte292
/reviews/reeses-peanut-butter-cups-miniatures-76,5,sarahmccaadobbins
/reviews/reeses-peanut-butter-cups-miniatures-76,5,shaunteen
/reviews/reeses-peanut-butter-cups-miniatures-76,5,dianaa11a7
/reviews/reeses-peanut-butter-cups-miniatures-76,5,marquisw
/reviews/reeses-peanut-butter-cups-miniatures-76,5,kyliedesigner
/reviews/reeses-peanut-butter-cups-miniatures-76,5,jenniferhba28
/reviews/reeses-peanut-butter-cups-miniatures-76,5,corinad
/reviews/reeses-peanut-butter-cups-miniatures-76,5,alexlara19
/reviews/reeses-peanut-butter-cups-miniatures-76,5,sdoleh
/reviews/reeses-peanut-butter-cups-miniatures-76,5,jadem2514
/reviews/reeses-peanut-butter-cups-miniatures-76,5,anne16
/reviews/reeses-peanut-butter-cups-miniatures-76,5,suez559b
/reviews/reeses-peanut-butter-cups-miniatures-76,5,baileyt8
/reviews/reeses-peanut-butter-cups-miniatures-76,5,khaoulaq1
/reviews/reeses-peanut-butter-cups-miniatures-76,5,estherb0578
/reviews/reeses-peanut-butter-cups-miniatures-76,5,autumnyoder18
/reviews/reeses-peanut-butter-cups-miniatures-76,5,jillf3
/reviews/reeses-peanut-butter-cups-miniatures-76,5,breebfa45
/reviews/reeses-peanut-butter-cups-miniatures-76,5,katherinek2
/reviews/reeses-peanut-butter-cups-miniatures-76,5,noorakryeziu
/reviews/reeses-peanut-butter-cups-miniatures-76,5,amandahope1984
/reviews/reeses-peanut-butter-cups-miniatures-76,5,mishaylaa
/reviews/reeses-peanut-butter-cups-miniatures-76,5,vanessag345f
/reviews/reeses-peanut-butter-cups-miniatures-76,5,heysphuongg
/reviews/reeses-peanut-butter-cups-miniatures-76,5,crueltyfreerach
/reviews/reeses-peanut-butter-cups-miniatures-76,4,goldenpanda
/reviews/reeses-peanut-butter-cups-miniatures-76,5,kristal6
/reviews/reeses-peanut-butter-cups-miniatures-76,5,deandraw
